"name","brand_name","application_number","Action_Date","submission_class_code_description","New_Ind_in_Skin_Ca_Y_N","Indication_brief","Dz","N","substance_name","generic_name","manufacturer_name","marketing_status","reference_drug","product_number","dosage_form","route","strength","submission_number","submission_status","submission_type","submission_status_date","review_priority","submission_class_code","Subjects_Enrolled","Drug_Approval","BLA_NDA","Indication","Notes","Trial","Endpoint","END","Endpoint_shortened","EndpointNum","EE Var","EE Raw","Effect_Estimate","Major Efficacy Outcome Measure","Hazard_Ratio","Response_Rate","lb_95CI_proposed","lb_95CI","ub_95CI","Tool","Toolshort","ToolNum","Subm_Class_Skin_Confirmed_yes_no","NTE_Skin_confirmed","SingleArmNum_N_Y","RR_used_n_y","Placebo_Controlled_Trial","Comparator_Study_Placebo_Observation_or_Active_Comparator_N_Y","Regular_Approval","Accelerated_Approval","RANum","Mechanism","Mechanism_long","Mechanistic_Class","DESI_Drug","Other"
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2018-04-20,"Labeling",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","9","AP","SUPPL",2018-04-20,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2018-04-30,"Efficacy","Yes","Adjuvant BRAF Mutant Melanoma In Combination with Trametinib","Melanoma","870","DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","8","AP","SUPPL",2018-04-30,"PRIORITY","EFFICACY","870|
(T=438|
C=432)","Dabrafenib (TAFINLAR®) In Combination With Trametinib (MEKINIST®)","NDA202806","TAFINLAR is indicated, in combination with trametinib, for the adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test, and involvement of lymph node(s), following complete resection.",NA,"COMBI-AD (NCT 01682083) was an international, multi-center, randomized, double-blind, placebo-controlled trial that enrolled patients with Stage III melanoma with BRAF V600E or V600K mutations","Relapse-Free Survival","RFS","Relapse-Free Survival",1,"HR","NE vs. 16.6 mo","0.47","HR: 0.47","HR: 0.47",NA,NA,NA,NA,"Investigator assessment","Clinical","1","Yes",0,0,"0",1,1,"Yes","No","1","Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2018-05-04,"Efficacy",NA,"New indication for ATC","ATC",NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","10","AP","SUPPL",2018-05-04,"PRIORITY","EFFICACY",NA,NA,NA,"A new indication for TAFINLAR in combination with trametinib for the treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation and with no satisfactory locoregional treatment options",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2019-07-16,"Labeling",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","13","AP","SUPPL",2019-07-16,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2019-10-06,"Efficacy","Yes","Updates label in regards to brain mets for melanoma","Melanoma","121","DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","12","AP","SUPPL",2019-10-06,"STANDARD","EFFICACY","121","Dabrafenib (TAFINLAR®) In Combination With Trametinib (MEKINIST®)","NDA202806","Updates to the CLINICAL STUDIES (14.2) section in the TAFINLAR United States Prescribing Information (USPI) adding the results of Study BRF117277 (Novartis study code CDRB436B2204; “the COMBI-MB study”), a non-randomized, open-label, multi-center, multi-cohort trial of dabrafenib plus trametinib in subjects with BRAF mutation-positive melanoma that has metastasized to the brain",NA,"The COMBI-MB study -  non-randomized, open-label, multi-center, multi-cohort trial","Overall Response Rate","ORR","Overall Response Rate",0,NA,NA,NA,"RR: 50%",NA,"RR: 50%",NA,"40","60","Modified RECIST","mRECIST","7","Yes",0,1,"1",0,0,NA,"No",NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2020-04-09,"Labeling",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","15","AP","SUPPL",2020-04-09,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2021-05-07,"Labeling",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","17","AP","SUPPL",2021-05-07,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2021-12-03,"Labeling",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","20","AP","SUPPL",2021-12-03,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2022-01-28,"Efficacy",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","19","AP","SUPPL",2022-01-28,"STANDARD","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2022-02-04,"Manufacturing (CMC)",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","21","AP","SUPPL",2022-02-04,"N/A","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2022-05-27,"Efficacy",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","23","AP","SUPPL",2022-05-27,"STANDARD","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"DABRAFENIB MESYLATE","TAFINLAR","NDA202806",2022-06-22,"Efficacy",NA,NA,NA,NA,"DABRAFENIB MESYLATE","DABRAFENIB","Novartis Pharmaceuticals Corporation","Prescription","Yes","002","CAPSULE","ORAL","EQ 75MG BASE; EQ 50MG BASE","22","AP","SUPPL",2022-06-22,"PRIORITY","EFFICACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kinase Inhibitor","Kinase Inhibitor","Targeted Therapy",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",1999-12-29,"Type 1 - New Molecular Entity","Yes","Refractory Cutaneous T-Cell Lymphoma","CTCL","152","BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","1","AP","ORIG",1999-12-29,"PRIORITY","TYPE 1","152","Bexarotene (TARGRETIN®)","NDA021055","Targretin® (bexarotene) capsules are indicated for the treatment of cutaneous manifestations of cutaneous T-cell lymphoma in patients who are refractory to at least one prior systemic therapy.","The FDA concludes that the results of one-armed studies are exploratory and that conclusions should be based on clinical judgement.","Targretin® capsules were evaluated in 152 patients with advanced and early stage cutaneous T-cell lymphoma (CTCL) in two pivotal, open-label  historically controlled clinical studies conducted in the U.S., Canada, Europe, and Australia","Response Rate","ORR","Response Rate",0,"RR diff","RR 32% (20/62) (20.9, 0.45) vs. 5% (HC)","27","RR: 32.2%",NA,"RR: 32.2%","5","20.9","45.3","Composite (CAILS)","Composite","6","Yes",1,1,"1",0,0,"Yes","No","1","Retinoid","Retinoid","Retinoid",NA,"200 patietns were enrolled in 3 studies, 2 studies were pivotal and 152 were used for the efficacy analyses; Study 1069-23 evaluated stages I-IIa and 1069-24 evaluated stage IIB-IVB; 62 patients were assessed at the approved dose of 300 mg/m2 and that's where the efficacy data comes from"
"BEXAROTENE","TARGRETIN","NDA021055",2001-02-14,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","1","AP","SUPPL",2001-02-14,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2002-01-29,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","4","AP","SUPPL",2002-01-29,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2003-04-21,"Labeling",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","2","AP","SUPPL",2003-04-21,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2003-04-21,"Labeling",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","3","AP","SUPPL",2003-04-21,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2011-05-16,"Labeling",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","6","AP","SUPPL",2011-05-16,"UNKNOWN","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2012-01-06,"Labeling",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","8","AP","SUPPL",2012-01-06,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2014-12-02,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","9","AP","SUPPL",2014-12-02,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2015-07-29,"Efficacy",NA,"Incorporate study results from Study E7273-G000-401",NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","10","AP","SUPPL",2015-07-29,"STANDARD","EFFICACY",NA,NA,NA,NA,"This 'Prior Approval' supplemental new drug application revises the Clinical Trials section of the prescribing information to incorporate study results from Study E7273-G000-401 entitled 'Phase IV Randomized Study of Two Dose Levels of Targretin® Capsules in Patients with Refractory Cutaneous T-Cell Lymphoma.'",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021055",2015-09-14,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Oceanside Pharmaceuticals"", ""Bausch Health US, LLC"")","Prescription","Yes","001","CAPSULE","ORAL","75MG","11","AP","SUPPL",2015-09-14,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021056",2000-06-28,"Type 3 - New Dosage Form","Yes","Refractory Stage IA and IB Cutaneous T-Cell Lymphoma","CTCL","50","BEXAROTENE","BEXAROTENE","c(""Bausch Health US, LLC"", ""Oceanside Pharmaceuticals"")","Prescription","Yes","001","GEL","TOPICAL","1%","1","AP","ORIG",2000-06-28,"PRIORITY","TYPE 3","50","Bexarotene gel 1% (TARGRETIN®)","NDA021056","Targretin® (bexarotene) gel 1% is indicated for the topical treatment of cutaneous lesions in patients with CTCL (Stage IA and IB) who have refractory or persistent disease after other therapies or who have not tolerated other therapies.","117 patients were studied in the program, 50 patients in the phase III","One multi-center, open-label, historically-controlled clinical trial program (dose-seeking trials with different response criteria than the multicenter trial). N= 117","Response Rate","ORR","Response Rate",0,"RR diff","26% (13/50) (14.6, 40.3) vs. 5% (HC)","21","RR: 26%",NA,"RR: 26%","5","14.6","40.299999999999997","Composite (CAILS)","Composite","6","Yes",0,1,"1",0,0,"Yes","No","1","Retinoid","Retinoid","Retinoid",NA,"The Gel was not taken to ODAC, but the capsules were"
"BEXAROTENE","TARGRETIN","NDA021056",2002-03-14,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Bausch Health US, LLC"", ""Oceanside Pharmaceuticals"")","Prescription","Yes","001","GEL","TOPICAL","1%","1","AP","SUPPL",2002-03-14,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021056",2011-04-08,"Labeling",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Bausch Health US, LLC"", ""Oceanside Pharmaceuticals"")","Prescription","Yes","001","GEL","TOPICAL","1%","3","AP","SUPPL",2011-04-08,"UNKNOWN","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021056",2013-07-22,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Bausch Health US, LLC"", ""Oceanside Pharmaceuticals"")","Prescription","Yes","001","GEL","TOPICAL","1%","5","AP","SUPPL",2013-07-22,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"BEXAROTENE","TARGRETIN","NDA021056",2015-02-09,"Manufacturing (CMC)",NA,NA,NA,NA,"BEXAROTENE","BEXAROTENE","c(""Bausch Health US, LLC"", ""Oceanside Pharmaceuticals"")","Prescription","Yes","001","GEL","TOPICAL","1%","6","AP","SUPPL",2015-02-09,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retinoid","Retinoid","Retinoid",NA,NA
"PACLITAXEL","TAXOL","NULL",1992-12-29,"Type 1 - New Molecular Entity",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","1","AP","ORIG",1992-12-29,"PRIORITY","TYPE 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1993-06-25,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","1","AP","SUPPL",1993-06-25,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1993-07-23,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","2","AP","SUPPL",1993-07-23,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1994-03-16,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","5","AP","SUPPL",1994-03-16,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1994-04-13,"Efficacy",NA,"Unavailable","Unavailable",NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","4","AP","SUPPL",1994-04-13,"STANDARD","EFFICACY",NA,NA,NA,"Unavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1994-04-21,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","7","AP","SUPPL",1994-04-21,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1994-06-22,"Efficacy",NA,"Unavailable","Unavailable",NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","3","AP","SUPPL",1994-06-22,"STANDARD","EFFICACY",NA,NA,NA,"Unavailable",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1994-07-22,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","9","AP","SUPPL",1994-07-22,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1994-10-19,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","8","AP","SUPPL",1994-10-19,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1995-02-15,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","10","AP","SUPPL",1995-02-15,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1995-05-05,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","11","AP","SUPPL",1995-05-05,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1996-04-01,"Labeling",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","12","AP","SUPPL",1996-04-01,"STANDARD","LABELING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
"PACLITAXEL","TAXOL","NULL",1996-04-03,"Manufacturing (CMC)",NA,NA,NA,NA,"NULL","NULL","NULL","Discontinued","Yes","001","INJECTABLE","INJECTION","6MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","13","AP","SUPPL",1996-04-03,"PRIORITY","MANUF (CMC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Microtubule Stabilizer","Microtubule Stabilizer","Cytotoxic Agent",NA,NA
